P homeless,P exit,P undetected,Simulation,# Consecutive,# Episodic,# Chronic,# Ever Homeless,# Undetected Chronic,Frac Undetected Chronic,Wall Time (s),Episodic as % Chronic
0.0125,0.0075,0.005,5,10383,8536,18919,20000,1476,0.17291471415182755,3.681231877000016,0.45118663777155243
0.0125,0.0075,0.0075,5,10566,8078,18644,20000,874,0.10819509779648427,3.9482280759999924,0.43327612100407636
0.0125,0.01,0.0025,5,6846,12687,19533,20000,2905,0.22897454086860566,4.020931966999996,0.64951620334818
0.0125,0.0075,0.01,5,10722,7891,18613,20000,590,0.07476872386262831,4.2625314550000155,0.42395100198785796
0.0025,0.0025,0.0025,6,9736,69,9805,18730,22,0.3188405797101449,1.3510438220000083,0.007037225905150433
0.0125,0.01,0.005,5,7996,11916,19912,20000,1688,0.14165827458878819,4.187939545000006,0.5984331056649257
0.0125,0.0075,0.0125,5,10728,7670,18398,20000,397,0.05176010430247718,4.515357108000018,0.41689314055875637
0.0025,0.0025,0.005,6,10393,28,10421,18737,4,0.14285714285714285,1.5639426420000007,0.002686882256981096
0.0125,0.01,0.0075,5,8188,11740,19928,20000,1045,0.08901192504258944,4.412241847000018,0.5891208350060216
0.0025,0.0025,0.0075,6,10563,25,10588,18671,4,0.16,1.7958021199999905,0.0023611635814129203
0.0125,0.01,0.01,5,8279,11722,20001,20000,779,0.06645623613717795,4.711637449999984,0.5860706964651767
0.0025,0.0025,0.01,6,10789,27,10816,18670,3,0.1111111111111111,2.080888626999979,0.002496301775147929
0.0025,0.005,0.0025,6,5949,405,6354,18692,114,0.2814814814814815,1.583666801999982,0.06373937677053824
0.0125,0.01,0.0125,5,8119,11555,19674,20000,591,0.05114668974469926,4.923176599000016,0.5873233709464267
0.0125,0.0125,0.0025,5,5558,14329,19887,20000,2373,0.16560820713238886,4.464916622000004,0.7205209433298134
0.0025,0.005,0.005,6,6607,286,6893,18747,58,0.20279720279720279,1.799872334999975,0.04149136805454809
0.0125,0.0125,0.005,5,6380,14044,20424,20000,1608,0.11449729421817147,4.72304766900001,0.6876224050137094
0.0025,0.005,0.0075,6,6679,270,6949,18685,34,0.1259259259259259,1.9815150009999911,0.03885451144049504
0.0025,0.0025,0.0125,6,10736,25,10761,18719,3,0.12,2.3741292939999994,0.0023232041631818605
0.0125,0.0125,0.0075,5,6352,14201,20553,20000,1022,0.07196676290402085,4.88858429199999,0.6909453607745828
0.0025,0.005,0.01,6,6798,223,7021,18776,31,0.13901345291479822,2.157950368999991,0.03176185728528699
0.0025,0.005,0.0125,6,6697,204,6901,18662,18,0.08823529411764706,2.3005857360000164,0.029560933198087235
0.0025,0.0075,0.0025,6,4212,860,5072,18638,239,0.2779069767441861,1.8319195169999887,0.1695583596214511
0.0125,0.0125,0.01,5,6186,14274,20460,20000,742,0.05198262575311756,5.1961032889999785,0.6976539589442815
0.0025,0.0075,0.005,6,4555,722,5277,18740,150,0.2077562326869806,1.9423848840000062,0.13682016297138525
0.0025,0.0075,0.0075,6,4614,644,5258,18659,101,0.15683229813664595,2.0769435440000166,0.12248003042982122
0.0125,0.0125,0.0125,5,6356,14352,20708,20000,648,0.0451505016722408,5.395828645999984,0.6930654819393471
0.0025,0.01,0.0025,6,3172,1104,4276,18699,305,0.276268115942029,1.9408189850000213,0.25818521983161835
0.0025,0.01,0.005,6,3471,1078,4549,18778,204,0.18923933209647495,1.9970283389999963,0.23697515937568697
0.0025,0.0075,0.0125,6,4447,574,5021,18645,64,0.11149825783972125,2.384780728999999,0.11431985660227047
0.0025,0.0075,0.01,6,4458,584,5042,18698,66,0.11301369863013698,2.4154060500000014,0.11582705275684252
0.0025,0.01,0.0075,6,3308,991,4299,18678,154,0.15539858728557013,2.1382276310000066,0.23051872528495
0.0025,0.0125,0.0025,6,2537,1253,3790,18698,308,0.24581005586592178,1.8535203279999735,0.33060686015831137
0.0025,0.01,0.01,6,3224,951,4175,18702,160,0.16824395373291273,2.2486017619999927,0.22778443113772456
0.0025,0.0125,0.005,6,2614,1184,3798,18730,218,0.18412162162162163,2.0001195199999984,0.31174302264349657
0.0025,0.01,0.0125,6,3052,890,3942,18773,117,0.13146067415730336,2.3427837019999913,0.22577371892440384
0.005,0.0025,0.0025,6,12785,322,13107,19911,104,0.32298136645962733,1.679121758000008,0.02456702525368124
0.0025,0.0125,0.0075,6,2510,1204,3714,18644,195,0.16196013289036545,2.231703737999993,0.32417878298330643
0.0025,0.0125,0.01,6,2426,1207,3633,18711,185,0.15327257663628832,2.1940307609999934,0.3322323148912744
0.005,0.0025,0.005,6,13635,170,13805,19922,34,0.2,1.9711735649999866,0.01231437884824339
0.0025,0.0125,0.0125,6,2259,1242,3501,18707,180,0.14492753623188406,2.311435246000002,0.35475578406169667
0.005,0.0025,0.0075,6,13810,126,13936,19912,14,0.1111111111111111,2.166883063,0.009041331802525832
0.005,0.005,0.0025,6,8890,2010,10900,19920,620,0.30845771144278605,2.005103396999999,0.18440366972477065
0.005,0.0025,0.01,6,13988,123,14111,19929,8,0.06504065040650407,2.2860571649999883,0.008716604067748565
0.005,0.005,0.005,6,9691,1555,11246,19918,316,0.2032154340836013,2.0136213819999966,0.13827138538146896
0.005,0.0025,0.0125,6,13929,99,14028,19916,8,0.08080808080808081,2.4373156949999952,0.007057313943541489
0.005,0.005,0.0075,6,9926,1338,11264,19917,178,0.13303437967115098,2.1493528000000026,0.11878551136363637
0.005,0.005,0.01,6,10076,1134,11210,19917,107,0.09435626102292768,2.2322661169999947,0.10115967885816235
0.005,0.0075,0.0025,6,6480,4059,10539,19907,1167,0.28750923872875095,1.9877389010000002,0.3851409052092229
0.005,0.0075,0.005,6,7199,3406,10605,19930,617,0.18115091015854376,1.9913089270000057,0.32116925978312116
0.005,0.005,0.0125,6,9962,1091,11053,19909,88,0.08065994500458296,2.3187710310000114,0.09870623360173708
0.0075,0.0025,0.0025,6,14298,589,14887,19993,206,0.34974533106960953,1.8190210189999902,0.03956472089742728
0.0075,0.0025,0.005,6,14958,338,15296,19996,67,0.19822485207100593,2.1226610429999937,0.022097280334728034
0.005,0.01,0.0025,6,4932,5378,10310,19925,1309,0.2433990330978059,2.691230614999995,0.5216294859359845
0.005,0.0075,0.0075,6,7266,3162,10428,19911,397,0.12555344718532574,2.7700578580000013,0.30322209436133485
0.005,0.01,0.005,6,5548,4891,10439,19922,793,0.16213453281537518,2.8368077570000025,0.46853146853146854
0.0075,0.0025,0.0075,6,15293,272,15565,19995,38,0.13970588235294118,2.4910825480000085,0.017475104400899454
0.005,0.0075,0.01,6,7250,2958,10208,19915,285,0.09634888438133875,2.9495938999999964,0.2897727272727273
0.005,0.0125,0.0025,6,3994,6026,10020,19910,1294,0.21473614337869235,2.924489356999999,0.6013972055888224
0.005,0.01,0.0075,6,5615,4721,10336,19919,523,0.11078161406481678,3.0411195069999906,0.45675309597523217
0.005,0.0125,0.005,6,4477,5851,10328,19922,866,0.1480088873696804,3.0716025799999898,0.5665182029434547
0.005,0.0075,0.0125,6,7197,2874,10071,19933,276,0.09603340292275574,3.2393935609999858,0.2853738456955615
0.005,0.01,0.01,6,5432,4633,10065,19914,485,0.10468379020073386,3.2594363150000163,0.46030799801291605
0.005,0.0125,0.0075,6,4288,5846,10134,19923,684,0.11700307902839549,3.2884323769999924,0.5768699427669233
0.005,0.01,0.0125,6,5302,4575,9877,19918,445,0.09726775956284153,3.4155483670000137,0.46319732712362055
0.005,0.0125,0.01,6,4130,5750,9880,19927,615,0.10695652173913044,3.4561589360000085,0.5819838056680162
0.005,0.0125,0.0125,6,3909,5915,9824,19908,639,0.10803043110735419,3.639698585000019,0.6020969055374593
0.0075,0.0025,0.01,6,15303,219,15522,19992,20,0.091324200913242,3.0624278889999914,0.014109006571318129
0.0075,0.005,0.0025,6,10283,3704,13987,19996,1158,0.3126349892008639,2.6261955489999877,0.2648173303782083
0.0075,0.005,0.005,6,11498,2728,14226,19989,534,0.19574780058651026,2.788068256999992,0.1917615633347392
0.0075,0.0025,0.0125,6,15261,183,15444,19995,17,0.09289617486338798,3.33117700599999,0.01184926184926185
0.0075,0.005,0.0075,6,11613,2439,14052,19996,322,0.13202132021320212,3.103876286000002,0.17356959863364646
0.0075,0.0075,0.0025,6,7883,6920,14803,19992,1862,0.26907514450867054,3.162448377000004,0.4674728095656286
0.0075,0.005,0.01,6,11699,2195,13894,19993,167,0.07608200455580866,3.3354197289999945,0.15798186267453576
0.0075,0.0075,0.005,6,8671,6102,14773,19994,1110,0.18190757128810225,3.271218200000021,0.41305083598456643
0.0075,0.005,0.0125,6,11894,2062,13956,19994,146,0.07080504364694472,3.6996440690000156,0.147750071653769
0.0075,0.0075,0.0075,6,8967,5561,14528,19995,614,0.1104117964394893,3.5633215219999954,0.38277808370044053
0.0075,0.01,0.0025,6,5969,9126,15095,19996,2096,0.2296734604426912,3.4362816940000016,0.6045710500165618
0.0075,0.0075,0.01,6,8782,5283,14065,19993,447,0.08461101646791595,3.8144479309999895,0.37561322431567723
0.0075,0.01,0.005,6,6735,8500,15235,19994,1319,0.1551764705882353,3.660031955999983,0.5579258286839515
0.0075,0.0075,0.0125,6,8920,5200,14120,19996,338,0.065,4.10722131,0.36827195467422097
0.0075,0.01,0.0075,6,6839,8394,15233,19992,883,0.10519418632356445,4.068271820999996,0.5510405041685814
0.0075,0.01,0.01,6,6705,8214,14919,19993,647,0.07876795714633553,4.127847436999986,0.5505730947114418
0.01,0.0025,0.0025,6,15108,769,15877,20000,312,0.4057217165149545,2.0855225880000035,0.048434842854443536
0.01,0.0025,0.005,6,15811,479,16290,20000,104,0.21711899791231734,2.4284820260000117,0.02940454266421117
0.0075,0.0125,0.0025,6,4945,10451,15396,19994,1912,0.18294900009568463,3.9162189799999965,0.6788126786178228
0.01,0.0025,0.0075,6,15974,379,16353,19999,51,0.1345646437994723,2.8176825930000007,0.023176175625267536
0.0075,0.0125,0.005,6,5382,10256,15638,19992,1295,0.12626755070202808,4.00648080900001,0.6558383424990408
0.0075,0.01,0.0125,6,6635,8023,14658,19994,615,0.07665461797332669,4.538054540000019,0.5473461590940101
0.01,0.005,0.0025,6,11400,4684,16084,20000,1604,0.34244235695986336,2.876545255999986,0.2912210892812733
0.0075,0.0125,0.0075,6,5283,10243,15526,19994,999,0.0975300205018061,4.240068962999999,0.6597320623470307
0.01,0.0025,0.01,6,16021,328,16349,20000,29,0.08841463414634146,3.2864351000000056,0.02006238913695027
0.01,0.005,0.005,6,12383,3563,15946,20000,701,0.19674431658714567,3.1321656229999917,0.22344161545215102
0.0075,0.0125,0.01,6,5217,10158,15375,19991,768,0.07560543414057885,4.516898958999974,0.6606829268292683
0.01,0.0025,0.0125,6,16132,282,16414,20000,12,0.0425531914893617,3.5657308400000147,0.01718045570854149
0.0075,0.0125,0.0125,6,5025,10159,15184,19995,762,0.07500738261639925,4.662920439000004,0.6690595363540569
0.01,0.005,0.0075,6,12672,3206,15878,20000,426,0.13287585776668745,3.5790167339999925,0.2019145988159718
0.01,0.005,0.01,6,12798,2812,15610,20000,229,0.0814366998577525,3.814657616000005,0.18014093529788597
0.01,0.0075,0.0025,6,8630,8652,17282,20000,2396,0.2769301895515488,3.6405385179999996,0.5006365004050457
0.01,0.005,0.0125,6,12869,2842,15711,19999,157,0.05524278676988036,4.257029184000004,0.18089236840430273
0.01,0.0075,0.005,6,9649,7619,17268,20000,1259,0.16524478277989238,3.838894761000006,0.44122075515404213
0.01,0.0075,0.0075,6,9866,7154,17020,20000,803,0.11224489795918367,4.079490294999999,0.42032902467685074
0.01,0.0075,0.01,6,10007,6947,16954,20000,547,0.07873902403915359,4.439042244999996,0.4097558098383862
0.01,0.01,0.0025,6,6463,11657,18120,20000,2526,0.21669383203225528,4.260754067999983,0.6433222958057395
0.0125,0.0025,0.0025,6,15635,936,16571,19999,396,0.4230769230769231,2.2294024729999933,0.05648421941946775
0.01,0.0075,0.0125,6,9825,6884,16709,20000,403,0.05854154561301569,4.659166317,0.41199353641749953
0.01,0.01,0.005,6,7519,10767,18286,20000,1475,0.13699266276585864,4.318017392000002,0.5888111123263698
0.01,0.01,0.0075,6,7682,10506,18188,20000,949,0.09032933561774224,4.618568341000014,0.5776336045744447
0.01,0.01,0.01,6,7660,10410,18070,20000,741,0.07118155619596542,4.795597420000007,0.576092971776425
0.0125,0.0025,0.005,6,16276,605,16881,20000,122,0.20165289256198346,2.6372260109999957,0.03583910905752029
0.01,0.0125,0.0025,6,5253,13132,18385,20000,2291,0.17445933597319524,4.605161140999996,0.7142779439760675
0.01,0.0125,0.005,6,5962,12730,18692,19999,1416,0.11123330714846819,4.69343229399999,0.6810400171196234
0.01,0.01,0.0125,6,7465,10358,17823,20000,586,0.0565746283066229,5.009702520000019,0.581159176345172
0.0125,0.0025,0.0075,6,16500,461,16961,20000,68,0.1475054229934924,2.984115535000001,0.027180001179175756
0.01,0.0125,0.0075,6,5994,12767,18761,19999,1041,0.0815383410354821,4.934297692999991,0.6805074356377592
0.01,0.0125,0.01,6,5824,12896,18720,19999,803,0.06226736972704715,5.198281245000004,0.6888888888888889
0.0125,0.0025,0.01,6,16613,367,16980,20000,31,0.08446866485013624,3.395855705999992,0.021613663133097764
0.01,0.0125,0.0125,6,5726,12793,18519,20000,732,0.05721879152661612,5.437194081999991,0.6908040390949836
0.0125,0.005,0.0025,6,12077,5211,17288,20000,1879,0.36058338130876993,3.1895118090000096,0.3014229523368811
0.0125,0.005,0.005,6,13061,4198,17259,20000,912,0.21724630776560266,3.322310370999986,0.24323541340749755
0.0125,0.0025,0.0125,6,16601,347,16948,20000,25,0.07204610951008646,3.8610116239999854,0.02047439225867359
0.0125,0.005,0.0075,6,13476,3559,17035,20000,457,0.12840685585838718,3.7865813510000237,0.20892280598767243
0.0125,0.005,0.01,6,13610,3399,17009,20000,320,0.09414533686378347,4.076315446000024,0.1998353812687401
0.0125,0.0075,0.0025,6,9073,9697,18770,20000,2787,0.28740847684850984,3.8351499689999855,0.5166222695791156
0.0125,0.0075,0.005,6,10195,8644,18839,20000,1520,0.1758445164275798,4.108602706999989,0.45883539466001383
0.0125,0.005,0.0125,6,13704,3368,17072,20000,225,0.06680522565320665,4.464464179999993,0.19728209934395502
0.0125,0.0075,0.0075,6,10458,8276,18734,20000,896,0.1082648622522958,4.3681907030000104,0.4417636383046867
0.0125,0.0075,0.01,6,10656,7800,18456,20000,569,0.07294871794871795,4.688775794999998,0.4226267880364109
0.0125,0.01,0.0025,6,6915,12584,19499,20000,2708,0.21519389701207883,4.457504011999987,0.6453664290476435
0.0125,0.0075,0.0125,6,10643,7740,18383,20000,428,0.05529715762273902,4.877963233000003,0.42104117935048685
0.0025,0.0025,0.0025,7,9780,69,9849,18676,23,0.3333333333333333,1.4829596250000066,0.007005787389582699
0.0125,0.01,0.005,6,7929,11942,19871,20000,1740,0.14570423714620667,4.517126523999991,0.6009762971164008
0.0025,0.0025,0.005,7,10452,26,10478,18731,5,0.19230769230769232,1.7310602919999951,0.0024813895781637717
0.0125,0.01,0.0075,6,8077,11851,19928,19999,1062,0.08961269091215932,4.796069189999997,0.5946908871938981
0.0025,0.0025,0.0075,7,10720,25,10745,18725,5,0.2,2.083458377999989,0.002326663564448581
0.0025,0.0025,0.01,7,10902,25,10927,18691,6,0.24,2.22707882200001,0.0022879106799670542
0.0125,0.01,0.01,6,8073,11739,19812,19999,790,0.06729704404123009,5.144477647999992,0.59251968503937
0.0025,0.005,0.0025,7,6005,421,6426,18740,140,0.332541567695962,1.7614877450000108,0.06551509492685963
0.0025,0.005,0.005,7,6479,313,6792,18680,60,0.19169329073482427,1.9046644979999883,0.04608362779740872
0.0125,0.0125,0.0025,6,5464,14455,19919,20000,2496,0.1726738152888274,5.108276386,0.7256890406144887
0.0025,0.005,0.0075,7,6783,231,7014,18744,32,0.13852813852813853,2.035440432999991,0.03293413173652695
0.0025,0.0025,0.0125,7,10920,18,10938,18717,0,0.0,2.552610895000015,0.0016456390565002743
0.0125,0.01,0.0125,6,8118,11728,19846,19999,532,0.04536152796725784,5.499252603000002,0.5909503174443212
0.0125,0.0125,0.005,6,6321,14118,20439,20000,1589,0.1125513528828446,5.080947765000019,0.6907382944371055
0.0025,0.005,0.01,7,6677,199,6876,18658,25,0.12562814070351758,2.2528700880000088,0.0289412449098313
0.0025,0.0075,0.0025,7,4193,805,4998,18663,245,0.30434782608695654,1.935910591999999,0.16106442577030813
0.0025,0.005,0.0125,7,6808,223,7031,18742,22,0.09865470852017937,2.4442359349999947,0.03171668325984924
0.0125,0.0125,0.0075,6,6463,14162,20625,20000,1005,0.07096455302923316,5.5167507920000105,0.6866424242424243
0.0025,0.0075,0.005,7,4490,722,5212,18648,140,0.19390581717451524,2.0350121909999928,0.13852647735993862
0.0125,0.0125,0.01,6,6196,14150,20346,20000,775,0.054770318021201414,5.57902657599999,0.6954683967364592
0.0025,0.0075,0.0075,7,4611,630,5241,18772,108,0.17142857142857143,2.195336991000005,0.12020606754436176
0.0025,0.01,0.0025,7,3181,1036,4217,18719,302,0.2915057915057915,1.9724688789999902,0.24567227887123547
0.0025,0.0075,0.01,7,4470,598,5068,18673,80,0.13377926421404682,2.298566542000003,0.11799526440410418
0.0125,0.0125,0.0125,6,6137,14283,20420,20000,652,0.045648673247917104,5.855581405999999,0.6994613124387855
0.0025,0.0075,0.0125,7,4498,609,5107,18736,72,0.11822660098522167,2.456802127000003,0.11924809085568827
0.0025,0.01,0.005,7,3432,1004,4436,18653,204,0.20318725099601595,2.105373407000002,0.22633002705139765
0.0025,0.01,0.0075,7,3320,975,4295,18679,159,0.16307692307692306,2.2011867040000084,0.2270081490104773
0.0025,0.0125,0.0025,7,2524,1230,3754,18768,326,0.26504065040650404,2.0196536939999987,0.3276505061267981
0.0025,0.0125,0.005,7,2682,1201,3883,18706,231,0.19233971690258117,2.1049157859999923,0.3092969353592583
0.0025,0.01,0.01,7,3208,992,4200,18663,137,0.1381048387096774,2.3904954699999905,0.2361904761904762
0.0025,0.01,0.0125,7,3015,932,3947,18731,139,0.14914163090128754,2.5004279419999875,0.23612870534583227
0.0025,0.0125,0.0075,7,2549,1241,3790,18674,189,0.1522965350523771,2.2377981470000066,0.3274406332453826
0.005,0.0025,0.0025,7,12800,328,13128,19905,100,0.3048780487804878,1.777796636000005,0.024984765386959172
0.0025,0.0125,0.01,7,2361,1156,3517,18715,158,0.13667820069204153,2.365718598000001,0.3286892237702587
0.005,0.0025,0.005,7,13577,183,13760,19915,43,0.23497267759562843,2.157097596,0.013299418604651163
0.0025,0.0125,0.0125,7,2240,1288,3528,18780,182,0.14130434782608695,2.4056803,0.36507936507936506
0.005,0.0025,0.0075,7,13881,130,14011,19914,14,0.1076923076923077,2.4600177990000134,0.00927842409535365
0.005,0.005,0.0025,7,8802,2098,10900,19917,668,0.31839847473784555,2.361939793000005,0.19247706422018349
0.005,0.0025,0.01,7,14034,104,14138,19928,10,0.09615384615384616,2.775894020999999,0.007356061677747913
0.005,0.005,0.005,7,9609,1529,11138,19930,296,0.1935905820797907,2.505156260999996,0.1372777877536362
0.005,0.005,0.0075,7,9787,1278,11065,19907,172,0.13458528951486698,2.7361166150000145,0.11549932218707637
0.005,0.0025,0.0125,7,13974,94,14068,19932,7,0.07446808510638298,3.1251548299999854,0.006681831106056298
0.005,0.0075,0.0025,7,6430,3862,10292,19933,1063,0.27524598653547383,2.7031249499999888,0.3752429071123202
0.005,0.005,0.01,7,10022,1179,11201,19931,100,0.08481764206955046,3.039394962000017,0.1052584590661548
0.005,0.0075,0.005,7,7157,3343,10500,19918,589,0.17618905174992522,3.0090784029999895,0.3183809523809524
0.005,0.005,0.0125,7,9844,1085,10929,19913,86,0.0792626728110599,3.309172426999993,0.09927715252996615
0.005,0.0075,0.0075,7,7351,3109,10460,19932,402,0.1293020263750402,3.1025761539999905,0.29722753346080305
0.005,0.0075,0.01,7,7325,2850,10175,19922,287,0.10070175438596492,3.3234887499999957,0.2800982800982801
0.005,0.01,0.0025,7,5015,5198,10213,19908,1209,0.23258945748364757,2.9343536929999914,0.5089591696856947
0.005,0.0075,0.0125,7,7082,2910,9992,19933,287,0.0986254295532646,3.5272470999999825,0.29123298638911127
0.005,0.01,0.005,7,5573,4985,10558,19925,836,0.16770310932798396,3.0579978910000136,0.4721538170107975
0.005,0.01,0.0075,7,5448,4747,10195,19911,612,0.12892353065093742,3.2328799200000162,0.46562040215792055
0.0075,0.0025,0.0025,7,14361,620,14981,19994,226,0.36451612903225805,2.0262838890000126,0.04138575529003404
0.005,0.01,0.01,7,5380,4638,10018,19909,485,0.10457093574816731,3.426098312999983,0.46296666001197845
0.005,0.0125,0.0025,7,3918,6104,10022,19910,1329,0.21772608125819135,3.022366622000021,0.6090600678507284
0.0075,0.0025,0.005,7,14997,348,15345,19996,64,0.1839080459770115,2.2480875449999758,0.02267839687194526
0.005,0.0125,0.005,7,4503,5754,10257,19931,867,0.15067778936392076,3.1921750559999964,0.5609827434922492
0.005,0.01,0.0125,7,5136,4612,9748,19902,460,0.0997398091934085,3.6747288929999797,0.4731226918342224
0.0075,0.0025,0.0075,7,15235,280,15515,19996,32,0.11428571428571428,2.6635190789999967,0.018047051240734774
0.005,0.0125,0.0075,7,4284,5888,10172,19910,712,0.12092391304347826,3.4852176300000224,0.5788438851749902
0.005,0.0125,0.01,7,4091,5884,9975,19936,628,0.10673011556764106,3.4760001900000077,0.589874686716792
0.005,0.0125,0.0125,7,3878,5860,9738,19918,677,0.11552901023890785,3.719049537000018,0.6017662764428015
0.0075,0.005,0.0025,7,10460,3624,14084,19997,1136,0.31346578366445915,2.68262799499999,0.257313263277478
0.0075,0.0025,0.01,7,15352,239,15591,19996,22,0.09205020920502092,3.116848700999981,0.015329356680135976
0.0075,0.005,0.005,7,11453,2735,14188,19992,499,0.18244972577696528,2.910230790000014,0.19276853679165493
0.0075,0.0025,0.0125,7,15306,183,15489,19994,11,0.060109289617486336,3.4126728100000037,0.011814836335463878
0.0075,0.005,0.0075,7,11681,2358,14039,19997,269,0.11407972858354538,3.0909557140000175,0.16796068096018235
0.0075,0.005,0.01,7,11730,2096,13826,19994,187,0.0892175572519084,3.4320845500000132,0.15159843772602344
0.0075,0.0075,0.0025,7,7865,6856,14721,19992,1777,0.25918903150525086,3.145997140999981,0.46572923035119895
0.0075,0.0075,0.005,7,8602,6051,14653,19996,983,0.16245248719219962,3.2837049329999957,0.41295297891216814
0.0075,0.005,0.0125,7,11768,2094,13862,19997,138,0.0659025787965616,3.8098767350000173,0.1510604530370798
0.0075,0.0075,0.0075,7,8754,5538,14292,19994,605,0.1092452148790177,3.5725299279999945,0.3874895046179681
0.0075,0.0075,0.01,7,8956,5400,14356,19993,451,0.08351851851851852,3.848662907000005,0.37614934522151017
0.0075,0.01,0.0025,7,5845,9361,15206,19995,2048,0.2187800448670014,3.5597622279999825,0.6156122583190846
0.0075,0.01,0.005,7,6848,8516,15364,19998,1274,0.1496007515265383,3.6584696089999795,0.554282738870086
0.0075,0.0075,0.0125,7,8818,5216,14034,19993,337,0.06460889570552147,4.0867439630000035,0.37166880433233573
0.0075,0.01,0.0075,7,6841,8250,15091,19993,878,0.10642424242424242,3.8772269389999963,0.5466834537141343
0.01,0.0025,0.0025,7,15169,789,15958,20000,284,0.35994930291508237,2.000716017000002,0.04944228600075198
0.0075,0.0125,0.0025,7,4744,10586,15330,19993,1941,0.1833553750236161,3.7982777560000045,0.6905414220482714
0.0075,0.01,0.01,7,6787,8123,14910,19996,682,0.08395912840083714,4.046882861,0.5448021462105969
0.01,0.0025,0.005,7,15742,450,16192,20000,95,0.2111111111111111,2.2273981570000103,0.027791501976284584
0.0075,0.0125,0.005,7,5422,10248,15670,19995,1393,0.1359289617486339,3.848286956999999,0.6539885130823229
0.0075,0.01,0.0125,7,6511,7978,14489,19999,618,0.07746302331411381,4.307355704000003,0.5506246117744495
0.0075,0.0125,0.0075,7,5240,10259,15499,19994,992,0.09669558436494785,3.9132757590000153,0.6619136718497968
0.01,0.0025,0.0075,7,15937,396,16333,20000,49,0.12373737373737374,2.372494055000004,0.024245392763117615
0.0075,0.0125,0.01,7,5105,10260,15365,19992,766,0.0746588693957115,3.9460927949999984,0.667751383013342
0.01,0.0025,0.01,7,16059,324,16383,19999,14,0.043209876543209874,2.512360192000017,0.01977659769273027
0.01,0.005,0.0025,7,11367,4700,16067,20000,1627,0.34617021276595744,2.2245954489999917,0.2925250513474824
0.0075,0.0125,0.0125,7,4999,10265,15264,19992,739,0.07199220652703361,3.9869813110000223,0.6724973794549266
0.01,0.005,0.005,7,12445,3624,16069,20000,745,0.20557395143487858,2.534940661999997,0.2255274130313025
0.01,0.0025,0.0125,7,16140,263,16403,20000,15,0.057034220532319393,2.9046877499999937,0.016033652380662074
0.01,0.005,0.0075,7,12729,3199,15928,20000,398,0.1244138793372929,3.1131379710000147,0.20084128578603716
0.01,0.0075,0.0025,7,8449,8874,17323,19997,2448,0.27586206896551724,3.349619538000013,0.5122669283611384
0.01,0.005,0.01,7,12825,3006,15831,20000,239,0.0795076513639388,3.5653498590000083,0.18988061398521888
0.01,0.0075,0.005,7,9654,7628,17282,20000,1323,0.17343995804929208,3.552980292000001,0.4413840990626085
0.01,0.005,0.0125,7,12914,2735,15649,19999,164,0.05996343692870201,3.899688951999991,0.17477155089782095
0.01,0.0075,0.0075,7,9806,7254,17060,20000,772,0.10642404190791288,3.810781939000009,0.42520515826494726
0.01,0.01,0.0025,7,6587,11568,18155,20000,2485,0.21481673582295988,3.9850470890000054,0.63717984026439
0.01,0.01,0.005,7,7421,10734,18155,20000,1547,0.14412148313769332,4.0084846309999875,0.5912420820710548
0.01,0.0075,0.01,7,10032,7059,17091,19999,514,0.07281484629550927,4.231396270000005,0.4130243988063893
0.01,0.0075,0.0125,7,10060,6769,16829,20000,420,0.06204756980351603,4.544181103999989,0.4022223542694159
0.01,0.01,0.0075,7,7528,10586,18114,20000,996,0.09408652937842434,4.35722561,0.5844098487357845
0.01,0.0125,0.0025,7,5159,13126,18285,19998,2228,0.1697394484229773,4.374351553999986,0.7178561662564944
0.01,0.01,0.01,7,7530,10396,17926,20000,682,0.06560215467487496,4.611835513000017,0.5799397523150731
0.01,0.01,0.0125,7,7509,10266,17775,20000,611,0.05951685174361972,4.807629334000012,0.5775527426160337
0.01,0.0125,0.005,7,5919,12790,18709,19999,1450,0.11336982017200939,4.58335968099999,0.6836282003313913
0.0125,0.0025,0.0025,7,15609,946,16555,20000,397,0.41966173361522197,2.1979242099999965,0.05714285714285714
0.01,0.0125,0.0075,7,5954,12737,18691,20000,1030,0.08086676611446965,4.733010650000011,0.6814509657054197
0.0125,0.0025,0.005,7,16299,541,16840,20000,125,0.23105360443622922,2.4749914740000065,0.03212589073634204
0.0125,0.0025,0.0075,7,16418,424,16842,20000,53,0.125,2.957585815000016,0.025175157344733405
0.0125,0.0025,0.01,7,16640,387,17027,20000,37,0.09560723514211886,3.297966236999997,0.0227286075057262
0.0125,0.005,0.0025,7,12022,5283,17305,20000,1915,0.362483437440848,3.068417226000008,0.3052874891649812
0.0125,0.005,0.005,7,13037,4237,17274,19998,913,0.21548265282039178,3.377265479999977,0.2452819265948825
0.0125,0.0025,0.0125,7,16506,346,16852,20000,17,0.049132947976878616,3.7077075099999774,0.02053168763351531
0.01,0.0125,0.01,7,5852,12805,18657,20000,820,0.0640374853572823,5.050022967000018,0.6863375676689715
0.0125,0.005,0.0075,7,13564,3600,17164,20000,452,0.12555555555555556,3.6185848289999853,0.20974131903985085
0.01,0.0125,0.0125,7,5725,12882,18607,19999,734,0.056978730010867874,5.355041054999987,0.6923200945880582
0.0125,0.005,0.01,7,13598,3403,17001,20000,288,0.0846312077578607,3.9671159550000255,0.20016469619434152
